agency,price,location,link,bedrooms,bathrooms,area
Titanium,2.8 Crore,"Wapda Town Phase 1, Wapda Town",https://www.zameen.com/Property/wapda_town_wapda_town_phase_1_brand_new_luxury_house_available_for_sale-44282368-5821-1.html,6,6,10 Marla
Titanium,3.3 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_furnished_luxury_house_available_for_sale-44023625-8627-1.html,6,6,11 Marla
Titanium,1.6 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_triple_storey_luxury_house_available_for_sale_at_prime_location-44853355-8627-1.html,4,5,5 Marla
Titanium,1.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_luxury_house_available_for_sale-44860467-8627-1.html,4,4,5 Marla
Titanium,1.78 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_triple_storey_luxury_house_available_for_sale-44855347-8627-1.html,5,5,6 Marla
Titanium,1.1 Crore,"Bahadurpur, Multan",https://www.zameen.com/Property/multan_bahadurpur_brand_new_luxury_house_available_for_sale-44860657-8620-1.html,4,4,5 Marla
Titanium,2.4 Crore,"Shalimar Colony, Multan",https://www.zameen.com/Property/multan_shalimar_colony_brand_new_luxury_house_available_for_sale-44865333-346-1.html,4,5,10 Marla
Titanium,2 Crore,"Bahadurpur, Multan",https://www.zameen.com/Property/multan_bahadurpur_brand_new_luxury_triple_storey_house_available_for_sale-44866413-8620-1.html,5,6,10 Marla
Titanium,1.5 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_brand_new_luxury_houses_available_for_sale-44866704-9492-1.html,4,5,5 Marla
Titanium,3.7 Crore,"DHA Phase 1 - Sector M, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_m_brand_new_triple_storey_house_for_sale-46364779-14312-1.html,5,5,1 Kanal
Titanium,4.9 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_get_in_touch_now_to_buy_a_prime_location_10_marla_house_in_buch_executive_villas-47019293-8627-1.html,5,6,18 Marla
Titanium,6 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_triple_storey_house_available_for_sale-46869442-8627-1.html,7,6,17 Marla
Titanium,3.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_investors_should_sale_this_prime_location_house_located_ideally_in_buch_executive_villas-47019292-8627-1.html,5,6,10 Marla
Titanium,5.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_luxury_house_available_for_sale_at_prime_location-47112863-8627-1.html,6,6,18 Marla
Titanium,3.45 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_buying_a_prime_location_house_in_buch_executive_villas-47210314-8627-1.html,6,6,11 Marla
Titanium,5.99 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_brand_new_luxury_designer_house_available_for_sale-49410405-19719-1.html,7,6,18 Marla
Titanium,3.9 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_brand_new_luxury_designer_house_available_for_sale-49412083-19719-1.html,6,6,10 Marla
Titanium,4 Crore,"DHA Defence, Multan",https://www.zameen.com/Property/multan_dha_defence_brand_new_triple_storey_house_available_for_sale-49611031-8581-1.html,6,6,1 Kanal
Titanium,6.99 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_brand_new_luxury_corner_royal_villa_triple_story_available_for_sale-50746628-9492-1.html,6,6,1 Kanal
Titanium,3.49 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_brand_new_triple_storey_corner_house_for_sale-50960321-9492-1.html,6,6,10 Marla
Titanium,1.8 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_prime_location_house_sized_5_marla_available_in_buch_executive_villas-51163552-8627-1.html,3,4,6 Marla
Titanium,2.6 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_get_in_touch_now_to_buy_a_prime_location_8_marla_house_in_buch_executive_villas_buch_executive_villas-51163553-8627-1.html,4,5,8 Marla
Titanium,2.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_prime_location_a_centrally_located_house_is_available_for_sale_in_buch_executive_villas-51163554-8627-1.html,5,6,8 Marla
Titanium,3.45 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_book_a_prime_location_10_marla_house_in_buch_executive_villas_-_phase_1-51163556-19719-1.html,5,6,10 Marla
Titanium,25 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_prime_location_72_marla_farm_house_available_for_sale_in_buch_executive_villas_-_phase_1_multan-51163558-19719-1.html,8,6,3.6 Kanal
Titanium,5.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_get_in_touch_now_to_buy_a_prime_location_17_marla_house_in_buch_executive_villas-51163559-8627-1.html,8,6,18 Marla
Titanium,1.55 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_prime_location_house_for_sale_in_buch_executive_villas-51163560-8627-1.html,5,5,5 Marla
Titanium,1.75 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_a_prime_location_house_of_5_marla_in_buch_executive_villas-51163561-8627-1.html,5,5,6 Marla
Titanium,4.7 Crore,"DHA Phase 1 - Sector M, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_m_ideal_prime_location_house_for_sale_in_dha_phase_1_-_sector_m-51163562-14312-1.html,5,6,1 Kanal
Titanium,5.8 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_prime_location_house_for_sale_in_multan-51163564-9492-1.html,8,6,1 Kanal
Titanium,3.3 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_prime_location_royal_orchard_house_for_sale_sized_10_marla-51163565-9492-1.html,5,6,11 Marla
Titanium,3 Crore,"Model Town, Multan",https://www.zameen.com/Property/multan_model_town_a_prime_location_10_marla_house_located_in_model_town_is_available_for_sale-51163568-1147-1.html,5,6,10 Marla
Titanium,3 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_prime_location_10_marla_house_for_grabs_in_wapda_town-51163567-14204-1.html,5,6,10 Marla
Titanium,3.1 Crore,"Buch Executive Villas - Phase 2, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_2_triple_storey_spanish_10_marla_house_for_sale_in_buch_executive_villas_phase_2_multan-51163570-19720-1.html,7,6,10 Marla
Titanium,1.6 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_affordable_prime_location_house_for_sale_in_royal_orchard-51163569-9492-1.html,3,4,5 Marla
Titanium,4.6 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_brand_new_corner_house_available_for_sale-52141481-8627-1.html,7,6,13 Marla
Titanium,3 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_9_marla_park_facing_brand_new_beautiful_luxury_double_storey_house_available_for_sale_in_buch_villas-48286354-8627-1.html,5,6,9 Marla
Titanium,3.1 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_9_marla_ultra_luxurious_designer_house_for_sale_available-52276439-8627-1.html,5,6,9 Marla
Titanium,3.1 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_9_marla_luxury_house_for_sale_available-52276435-8627-1.html,5,6,9 Marla
,1.33 Crore,"Downtown Rumanza, DHA Defence",https://www.zameen.com/Property/dha_defence_downtown_rumanza_prime_location_700_square_feet_flat_for_sale_in_downtown_rumanza_multan-52100207-19472-1.html,2,2,3.1 Marla
Titanium,1.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_06_marla_ultra_luxurious_designer_corner_house_for_sale_in_buch_executive_villas_multan-52276343-8627-1.html,5,6,6 Marla
Titanium,1.55 Crore,"Grand Enclave, Northern Bypass",https://www.zameen.com/Property/northern_bypass_grand_enclave_5_marla_luxury_beautiful_house_available_for_sale_in_grand_enclave_society_near_to_park_amp_mosque_at_wapda_town_road-52224694-22088-1.html,4,5,5 Marla
Titanium,1.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_ultra_luxurious_designer_house_for_sale_in_buch_executive_villas_multan-52276265-8627-1.html,4,5,5 Marla
Titanium,1.55 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_ready_to_buy_a_prime_location_house_5_marla_in_buch_executive_villas-51528912-8627-1.html,3,4,5 Marla
,1.25 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_4_marla_new_house_urgent_for_sale-50594037-8627-1.html,3,4,4 Marla
Titanium,1.4 Crore,"Buch Executive Villas - Phase 2, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_2_5_marla_brand_new_beautiful_luxury_double_storey_house_available_for_sale_in_buch_villas-50640663-19720-1.html,4,5,5 Marla
Titanium,1.7 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_triple_storey_beautiful_luxury_house_available_for_in_buch_villas-49425772-8627-1.html,4,5,5 Marla
Titanium,1.9 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_07_marla_ultra_luxurious_designer_house_for_sale_in_buch_executive_villas_multan-52273915-8627-1.html,5,6,7 Marla
,3.7 Crore,"Royal Orchard - Block E, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_e_10_marla_luxury_house_available_for_sale_near_mosque-52273882-9497-1.html,5,7,10 Marla
,2.4 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_7_marla_brand_new_beautiful_house_for_sale-50631809-8627-1.html,5,6,7 Marla
Titanium,1.46 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_beautifully_luxury_house_for_sale-51449008-8627-1.html,4,5,5 Marla
Titanium,1.25 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_4_05_owner_built_marla_new_beautiful_house_for_buch_executive_villas_on_good_location-44866245-8627-1.html,3,4,4 Marla
Titanium,3.4 Crore,"Wapda Town Phase 2, Wapda Town",https://www.zameen.com/Property/wapda_town_wapda_town_phase_2_main_boulevard_10_marla_ultra-modern_brand_new_house_for_sale_wapda_town_phase_2-50920877-5825-1.html,5,6,10 Marla
Titanium,3.3 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_brand_new_beautiful_park_facing_house_for_sale_in_buch_executive_villas-46215553-8627-1.html,5,6,10 Marla
Titanium,1.65 Crore,"Royal Orchard - Block F, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_f_5_9_marla_owner_built_house_for_sale_royal_orchard_50_ft_road-50842865-9499-1.html,3,4,5.9 Marla
Titanium,1.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_beautiful_house_for_sale_buch_villas_slightly_used_near_commercial_market-45512195-8627-1.html,4,5,5 Marla
,50 Lakh,"Classic Villas, Canal Bank Road",https://www.zameen.com/Property/canal_bank_road_classic_villas_3_marla_double_story_house_for_sale-52049487-11334-1.html,3,3,3 Marla
Titanium,1.75 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_beautiful_spanish_house_available_for_sale_in_buch_villas_multan-50772711-8627-1.html,3,5,5 Marla
,3.75 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_beautiful_villa_a_construction-52249253-19719-1.html,4,6,10 Marla
Titanium,3.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_double_story_in_buch_executive_villas_multan-51990497-8627-1.html,5,6,10 Marla
Titanium,3.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_11_marla_brand_new_luxury_house_available_for_sale_at_buch_villa_s_multan-51983000-8627-1.html,5,6,11 Marla
Titanium,3.5 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_10_2_marla_brand_new_luxury_house_available_for_sale_royal_orchard_multan-51963347-9492-1.html,5,6,10.2 Marla
Titanium,1.25 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_4_marla_luxury_house_available_for_sale_buch_villa_s_multan-51976715-8627-1.html,3,4,4 Marla
Titanium,3.9 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_corner_triple_story_house_buch_villas_multan-52187765-8627-1.html,,,
Titanium,3.45 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_brend_new_luxury_triple_storey_house_available_for_sale_buch_villa_s_multan-52000170-8627-1.html,5,6,11 Marla
Titanium,3.65 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_10_marla_brand_new_luxury_house_available_for_sale_royal_orchard_multan-52009937-9492-1.html,5,6,10 Marla
Titanium,4.5 Crore,"DHA Phase 1 - Sector H, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_h_1_kanal_brend_new_luxury_house_available_for_sale_dha_mulatn-52036607-14307-1.html,5,6,1 Kanal
Titanium,1.4 Crore,"Royal Orchard - Block F, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_f_5_marla_brand_new_luxury_triple_storey_house_available_for_sale_at_royal_orchard_multan-52073426-9499-1.html,3,5,5 Marla
Titanium,2 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_5_marla_brand_new_luxury_house_available_for_sale_at_buch_villas_multan-52144936-19719-1.html,4,5,5 Marla
,4.3 Crore,"DHA Defence, Multan",https://www.zameen.com/Property/multan_dha_defence_luxury_house_for_sale_in_buch_vills_multan-52272342-8581-1.html,5,6,1 Kanal
,3.1 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_9_marla_luxury_house_for_sale_in_buch-52272324-8627-1.html,5,6,10 Marla
Titanium,4.2 Crore,"DHA Phase 1 - Sector H, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_h_you_can_find_a_gorgeous_prime_location_house_for_sale_in_dha_phase_1_-_sector_h-51163563-14307-1.html,5,6,1 Kanal
,1.38 Crore,"Citi Housing - Block C, Citi Housing Phase 1",https://www.zameen.com/Property/citi_housing_phase_1_citi_housing_-_block_c_6_marla_corner_house_for_sale_prime_location_in_citi_housing_phase_1-52274219-17369-1.html,3,4,6 Marla
Titanium,1.65 Crore,"Buch Executive Villas - Phase 2, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_2_5_marla_brand_new_luxury_triple_storey_house_available_for_sale_at_buch_villa_s_multan-52187447-19720-1.html,4,5,5 Marla
Titanium,1.52 Crore,"Royal Orchard - Block F, Royal Orchard",https://www.zameen.com/Property/royal_orchard_royal_orchard_-_block_f_5_marla_brand_new_luxury_house_available_for_sale_at_royal_orchard_multan-51936394-9499-1.html,3,4,5 Marla
Titanium,1.55 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_5_marla_brand_new_luxury_house_available_for_sale_at_buch_villa_s_multan-52082006-19719-1.html,4,5,5 Marla
,6.25 Crore,"Cantt, Multan",https://www.zameen.com/Property/multan_cantt_15_marla_house_in_beautiful_location_of_cantt_in_cantt-51835917-583-1.html,6,6,15 Marla
,2.75 Crore,"Wapda Town Phase 1, Wapda Town",https://www.zameen.com/Property/wapda_town_wapda_town_phase_1_10_marla_brand_new_beautifully_double_storey_luxury_house_for_sale-50848517-5821-1.html,5,6,10 Marla
,2.1 Crore,"Pearl City, Multan",https://www.zameen.com/Property/multan_pearl_city_beautiful_house_for_sale-51835864-9412-1.html,4,5,10 Marla
,2.55 Crore,"Western Fort Colony, Multan",https://www.zameen.com/Property/multan_western_fort_colony_in_western_fort_colony_10_marla_house_for_sale_good_location-51945261-12872-1.html,6,6,10 Marla
,3.25 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_house_sized_10_marla_in_buch_executive_villas-52004739-8627-1.html,5,6,10 Marla
Titanium,1.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_05_marla_ultra_luxurious_designer_house_for_sale_in_buch_executive_villas_multan-52271632-8627-1.html,5,6,5 Marla
Titanium,1.11 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_05_marla_ultra_luxurious_designer_house_for_sale_in_buch_executive_villas_multan-52271603-8627-1.html,2,3,5 Marla
Titanium,3.2 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_ultra_luxurious_designer_house_for_sale_in_buch_executive_villas_multan-52271589-8627-1.html,6,6,10 Marla
,3 Crore,"Shah Rukn-e-Alam Colony - Block C, Shah Rukn-e-Alam Colony",https://www.zameen.com/Property/shah_rukn_e_alam_colony_shah_rukn-e-alam_colony_-_block_c_near_to_mosque_10_marla_house_for_sale_in_shah_rukn-e-alam_colony_-_block_c_multan_in_only_rs_30000000-49250942-5804-1.html,6,6,10 Marla
Titanium,1.66 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_11_marla_brand_new_beautiful_lavish_house_for_sale_buch_executive_villas_on_good_location-44870388-8627-1.html,4,5,5.1 Marla
Titanium,1.45 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_ultra-modern_brand_new_for_sale_buch_executive_villas_hot_location-46376788-8627-1.html,3,5,5 Marla
Titanium,1.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_07_marla_luxury_house_for_sale_in_buch_executive_villas_at_hot_location-46212008-8627-1.html,4,5,5.1 Marla
,2.9 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_10_marla_house_for_sale_in_afzal_block_buch_villas-52270210-8627-1.html,5,5,10.1 Marla
Titanium,1.7 Crore,"New Shalimar Colony, Multan",https://www.zameen.com/Property/multan_new_shalimar_colony_get_in_touch_now_to_buy_a_house_in_new_shalimar_colony_new_shalimar_colony-51698913-12124-1.html,4,5,7 Marla
Titanium,7.1 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_1_kanal_luxurious_spanish_brand_new_corner_house_for_sale_in_royal_orchard_multan-52175193-9492-1.html,5,6,1 Kanal
Titanium,6.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_1_kanal_house_for_sale_in_buch_villas_multan-52199608-8627-1.html,5,6,18 Marla
,95 Lakh,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_flat_apartment_available_for_sale_in_buch_executive_villas_bosan_road_multan-51098788-8627-1.html,2,2,5 Marla
,3.4 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_9_marla_brand_new_spanish_elevation_house_for_sale_in_buch_villas-51098732-19719-1.html,5,6,9 Marla
,1.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_spanish_elevation_house_for_sale_in_buch_villas-51098596-8627-1.html,3,4,5 Marla
,1.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_double_storey_spanish_villa_for_sale_buch_villas-51098575-8627-1.html,3,4,5 Marla
,1.65 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_5_marla_brand_new_spanish_elevation_house_for_sale_in_buch_villas-51098534-19719-1.html,3,4,5 Marla
,1.65 Crore,"Buch Executive Villas - Phase 2, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_2_5_marla_brand_new_double_storey_spanish_elevation_house_for_sale-51098392-19720-1.html,3,4,5 Marla
,2.9 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_10_marla_prime_location_double_storey_house_for_sale_in_buch_executive_villas_phase_1_multan-50974578-19719-1.html,5,6,10 Marla
,1.8 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_brand_new_double_storey_with_5_bedroom_house_in_fully_packed_area_available_for_sale_in_buch_executive_villas_multan-48005541-8627-1.html,5,6,5 Marla
,1.35 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_slightly_used_house_available_for_sale_in_buch_executive_villas_multan-48004799-8627-1.html,3,4,5 Marla
,1.25 Crore,"Buch Executive Villas - Phase 2, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_2_5_marla_slightly_used_house_available_for_sale_in_buch_executive_villas_multan-47919052-19720-1.html,3,4,5 Marla
,1.35 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_slightly_used_house_available_for_sale_in_buch_executive_villas_multan-48004691-8627-1.html,3,4,5 Marla
,2.8 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_near_to_park_7_marla_house_is_available_in_buch_executive_villas-51726015-8627-1.html,5,6,7 Marla
,3.3 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_get_your_dream_facing_park_house_in_buch_executive_villas_buch_executive_villas-51726017-8627-1.html,6,6,8 Marla
,1.35 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_get_in_touch_now_to_buy_a_prime_location_house_in_buch_executive_villas-51726019-8627-1.html,3,4,4 Marla
,2.3 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_askari_3_dha_multan_10_50_marla_villas-50603838-17156-1.html,4,5,10.5 Marla
Titanium,2.8 Crore,"Serene Villas, Jinnah Avenue",https://www.zameen.com/Property/jinnah_avenue_serene_villas_7_marla_villa_on_easy_installments_serene_villas_dha_multan-52266608-22097-1.html,4,5,7 Marla
Titanium,2.1 Crore,"Serene Villas, Jinnah Avenue",https://www.zameen.com/Property/jinnah_avenue_serene_villas_5_marla_villa_on_easy_installments_serene_villas_dha_multan-52266594-22097-1.html,3,4,5 Marla
Titanium,2.25 Crore,"Citi Housing Phase 1, Citi Housing",https://www.zameen.com/Property/citi_housing_citi_housing_phase_1_10_marla_double_storey_beautiful_luxurious_house_for_sale-51882435-21449-1.html,5,6,10 Marla
,2.8 Crore,"Naqshband Colony, Multan",https://www.zameen.com/Property/multan_naqshband_colony_new_house_for_sale_11_marla-52122203-1067-1.html,5,5,13.2 Marla
Titanium,2.1 Crore,"Serene Villas, Jinnah Avenue",https://www.zameen.com/Property/jinnah_avenue_serene_villas_5_marla_villas_available_of_installments-52264282-22097-1.html,3,4,5 Marla
,1.8 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_this_is_your_chance_to_buy_house_in_royal_orchard_multan-52264036-9492-1.html,4,4,6 Marla
,1.3 Crore,"Multan Public School Road, Multan",https://www.zameen.com/Property/multan_multan_public_school_road_4_marla_house_for_sale_in_multan_public_school_road_multan_public_school_road-52263903-8902-1.html,3,4,4 Marla
,5.5 Crore,"DHA Phase 1 - Sector M, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_m_stunning_and_affordable_house_available_for_sale_in_dha_phase_1_-_sector_m-52263907-14312-1.html,5,6,1 Kanal
,4.5 Crore,"Wapda Town Phase 2 - Block R, Wapda Town Phase 2",https://www.zameen.com/Property/wapda_town_phase_2_wapda_town_phase_2_-_block_r_20_marla_house_for_sale_in_the_perfect_location_of_wapda_town_phase_2_-_block_r-52263902-14209-1.html,5,6,1 Kanal
,5.8 Crore,"DHA Phase 1 - Sector M, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_m_20_marla_house_situated_in_dha_phase_1_-_sector_m_for_sale-52263900-14312-1.html,5,6,1 Kanal
,5.8 Crore,"DHA Phase 1 - Sector H, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_h_20_marla_house_available_for_sale_in_dha_phase_1_-_sector_h_multan-52263899-14307-1.html,5,6,1 Kanal
,5.5 Crore,"Shamasabad Colony, Multan",https://www.zameen.com/Property/multan_shamasabad_colony_buying_a_prime_location_house_in_shamasabad_colony-52263471-896-1.html,5,6,1 Kanal
,1.58 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_beautiful_house-50727029-8627-1.html,4,5,5 Marla
Titanium,1.55 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_most_beautiful_triple_story_spanish_house_available_for_sale_at_prime_location-50691439-8627-1.html,4,5,5 Marla
Titanium,1.54 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_most_beautiful_triple_story_house_available_for_sale_at_prime_location-50691466-8627-1.html,4,5,5 Marla
Titanium,1.57 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_most_luxurious_triple_storey_spanish_villa_available_for_sale_at_prime_location-50691492-8627-1.html,4,5,5 Marla
Titanium,1.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_most_luxurious_corner_house_located_in_buch_executive_villas_multan-50691522-8627-1.html,4,5,5 Marla
Titanium,3.35 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_10_marla_most_beautiful_triple_storey_house_available_fore_sale_at_prime_location-50706181-8627-1.html,5,6,10.1 Marla
Titanium,1.51 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_most_luxurious_triple_story_spanish_house_available_for_sale-50732035-8627-1.html,4,5,5 Marla
Titanium,3.55 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_ultra_modern_triple_storey_house_available_for_sale_at_prime_location-50732049-8627-1.html,6,6,10 Marla
