agency,price,location,link,bedrooms,bathrooms,area
Titanium,6.2 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_1_kanal_most_luxurious_ultra_modern_bungalow_located_in_royal_orchard_multan-50757569-9492-1.html,5,6,1 Kanal
Titanium,1.59 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_5_marla_ultra_modern_house_located_at_prime_location_in_royal_orchard-50783311-9492-1.html,3,4,5 Marla
Titanium,2.33 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_7_5_marla_ultra_modern_park_facing_house_near_to_mosque_and_market-50779975-8627-1.html,5,6,7 Marla
Titanium,1.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_modern_design_dream_villa_available_for_sale_at_prime_location-50779909-8627-1.html,4,5,5 Marla
Titanium,3.32 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_ultra_modern_dream_house_with_a_construction_located_at_prime_location_80ft_road_facing-50773379-8627-1.html,5,6,10 Marla
Titanium,5.9 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_17_marla_dream_house_with_a_construction_located_at_prime_location_near_to_park_and_mosque-50773376-8627-1.html,5,6,17 Marla
Titanium,3.39 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_triple_story_most_luxurious_house_with_a_construction_available_at_main_boulevard-50773360-8627-1.html,5,6,10 Marla
Titanium,1.58 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_ultra_modern_triple_story_house_available_for_sale_at_prime_location-50805198-8627-1.html,4,5,5 Marla
Titanium,1.6 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_beautiful_spanish_villa_available_for_sale_at_prime_location-50807911-8627-1.html,4,5,5 Marla
Titanium,2.95 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_8_25_marla_dream_house_facing_park_available_for_sale_at_prime_location-50815461-8627-1.html,5,6,8.2 Marla
Titanium,1.69 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_beautiful_spanish_villa_available_for_sale_at_prime_location-50815658-8627-1.html,4,5,5 Marla
Titanium,3.49 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_10_marla_dream_house_with_a_construction_at_prime_location-50833836-9492-1.html,5,6,10 Marla
Titanium,1.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_dream_house_with_a_construction_available_for_sale_at_prime_location-50872023-8627-1.html,4,5,5 Marla
Titanium,1.85 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_87_marla_corner_spanish_villa_with_a_construction_available_at_prime_location-50886099-8627-1.html,4,5,5.9 Marla
Titanium,4.55 Crore,"DHA Phase 1 - Sector H, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_h_1_kanal_dream_house_with_a_construction_near_to_park_and_grand_mosque-50920230-14307-1.html,5,6,1 Kanal
Titanium,4.45 Crore,"DHA Defence, Multan",https://www.zameen.com/Property/multan_dha_defence_1_kanal_dream_house_with_a_construction_near_to_park_and_mosque-50920263-8581-1.html,5,6,1 Kanal
Titanium,4.55 Crore,"DHA Defence, Multan",https://www.zameen.com/Property/multan_dha_defence_1_kanal_ultra_modern_dream_house_with_a_construction_at_prime_location-50920287-8581-1.html,5,6,1 Kanal
Titanium,1.85 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_modern_villa_with_a_construction_near_to_park_and_mosque-50920851-8627-1.html,4,5,5 Marla
Titanium,3.39 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_most_luxurious_park_facing_house_with_a_construction_available_for_sale-50954863-8627-1.html,5,6,10 Marla
Titanium,3.05 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_8_5_marla_most_elegant_ultra_modern_corner_house_available_for_sale_at_prime_location-50954889-8627-1.html,5,6,9 Marla
Titanium,1.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_ultra_modern_designer_house_available_for_sale_at_prime_location-50972970-8627-1.html,4,5,5 Marla
Titanium,6.35 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_17_marla_most_luxurious_100ft_road_facing_dream_house_available_for_sale_at_main_boulevard-51029764-8627-1.html,6,6,17 Marla
Titanium,3.55 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_most_luxurious_ultra_modern_corner_park_facing_dream_house_available_for_sale-51490262-8627-1.html,6,6,10 Marla
Titanium,1.43 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_4_25_marla_most_elegant_corner_house_available_for_sale_at_prime_location-51490468-8627-1.html,4,5,4.2 Marla
Titanium,1.69 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_most_luxurious_spanish_villa_available_for_sale-52020717-8627-1.html,4,5,5 Marla
Titanium,5.25 Crore,"DHA Phase 1 - Sector M, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_m_1_kanal_most_luxurious_park_facing_house_available_for_sale_at_dha_multan_sector_m-52025331-14312-1.html,5,6,1 Kanal
,1.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_owner_built_prime_location_slightly_used_5_marla_spanish_elevation_villa_situated_on_prime_location_with_aaa_quality_material_in_buch_executive_villas_for_sale-49959896-8627-1.html,3,4,5 Marla
,4.4 Crore,"DHA Phase 1 - Sector H, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_h_1_kanal_beautiful_house_ready_to_live_on_dha_multan-51063905-14307-1.html,5,6,1 Kanal
,4.5 Crore,"DHA Phase 1 - Sector H, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_h_1_kanal_park_view_beautiful_house_in_dha_multan_available-51063976-14307-1.html,5,6,1 Kanal
,1.36 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_ready_to_live_5-marla_270sqft_at_reasonable_price_good_condition_used_villa_available_for_urgent_sale-51313500-8627-1.html,3,3,5 Marla
Titanium,1.9 Crore,"Nasheman Colony, Multan",https://www.zameen.com/Property/multan_nasheman_colony_investor_rate_10_marla_house_nasheman-52270588-1075-1.html,5,6,12 Marla
Titanium,3.5 Crore,"Serene Villas, Jinnah Avenue",https://www.zameen.com/Property/jinnah_avenue_serene_villas_9_marla_luxury_living_in_dha_multan_on_installment-52264474-22097-1.html,5,5,9 Marla
,4.35 Crore,"DHA Phase 1 - Sector H, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_h_1_kanal_brand_new_house_dha_phase_1_sector_h_multan_for_sale-49841556-14307-1.html,5,6,1 Kanal
Titanium,1.53 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_dream_house_located_at_prime_location-50773370-8627-1.html,4,5,5 Marla
Titanium,3.2 Crore,"Wapda Town Phase 2 - Block Q, Wapda Town Phase 2",https://www.zameen.com/Property/wapda_town_phase_2_wapda_town_phase_2_-_block_q_10_marla_new_construction_house_in_wapda_town_phase_2_q_block_multan-50475620-14208-1.html,5,6,10 Marla
Titanium,2.35 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_12_marla_house_in_dha_defence_for_sale_at_good_location-52197328-17156-1.html,4,4,10 Marla
Titanium,2.7 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_12_marla_house_in_dha_defence_for_sale_at_good_location-52197327-17156-1.html,4,4,12 Marla
Titanium,3.25 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_12_marla_house_for_sale_in_the_perfect_location_of_dha_villas-52197326-14018-1.html,5,5,12 Marla
Titanium,2.8 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_dha_villas_house_sized_12_marla_for_sale-52197325-14018-1.html,4,4,12 Marla
Titanium,2.2 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_a_perfect_house_awaits_you_in_dha_villas_multan-52197324-14018-1.html,4,4,9 Marla
,2.5 Crore,"Buch Executive Villas Extension, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_extension_7_5_marla_designer_house_with_swimming_pool_for_sale_in_buch_executive_villas_multan-48365541-19721-1.html,5,6,7 Marla
,2.5 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_7_5_marla_designer_house_with_swimming_pool_for_sale_in_buch_executive_villas_multan-48365448-8627-1.html,5,6,7.5 Marla
,2.9 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_marla_slightly_used_with_a_construction_house_available_for_sale_in_buch_executive_villas_multan-51241361-8627-1.html,5,6,10 Marla
,2.65 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_your_search_for_prime_location_house_in_multan_ends_here-50912365-17156-1.html,4,5,12 Marla
,2.65 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_prime_location_12_marla_house_in_askari_3_for_sale-51395868-17156-1.html,4,5,12 Marla
,2.4 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_prime_location_10_marla_house_in_stunning_askari_3_is_available_for_sale-51395869-17156-1.html,4,5,10 Marla
,2.4 Crore,"Askari 3, DHA Defence",https://www.zameen.com/Property/dha_defence_askari_3_stunning_prime_location_house_is_available_for_sale_in_askari_3-51865217-17156-1.html,4,5,10 Marla
,3.4 Crore,"DHA Phase 1 - Sector M, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_m_grey_structure_20_marla_house_for_sale_in_dha_phase_1_-_sector_m_multan-51865218-14312-1.html,5,6,1 Kanal
,4.5 Crore,"DHA Phase 1 - Sector H, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_h_book_a_prime_location_house_of_20_marla_in_dha_phase_1_-_sector_h_multan-51865230-14307-1.html,5,6,1 Kanal
Titanium,1.6 Crore,"DHA Villas, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_villas_idyllic_house_available_in_dha_villas_for_sale-52197322-14018-1.html,3,4,6 Marla
Titanium,4.5 Crore,"DHA Phase 1 - Sector M, DHA Phase 1",https://www.zameen.com/Property/dha_phase_1_dha_phase_1_-_sector_m_dha_multan_good_location_house_for_sale-52268575-14312-1.html,5,6,1 Kanal
,1 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_affordable_house_available_for_sale_in_buch_executive_villas-52269259-8627-1.html,2,2,4 Marla
,1.75 Crore,"Multan Public School Road, Multan",https://www.zameen.com/Property/multan_multan_public_school_road_7_marla_corner_house_double_storey_with_24_7_security-52265508-8902-1.html,5,5,7 Marla
Titanium,2.75 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_7_5_marla_luxury_house_for_sale_buch_exacutive_manik_block-52034557-8627-1.html,5,6,7 Marla
Titanium,4.1 Crore,"DHA Phase 1, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_phase_1_ek_kanal_double_storey_beautiful_luxury_house_for_sale_in_dha_multan-50780305-15631-1.html,5,6,1 Kanal
Titanium,3.4 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_9_marla_duble_story_beautiful_luxurious_house_for_sale_in_buch_executive_villas-50691494-8627-1.html,5,6,9 Marla
Titanium,3.4 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_9_marla_double_story_beautiful_luxurious_house_for_sale_in_buch_villas-50691535-8627-1.html,5,6,9 Marla
Titanium,2.6 Crore,"Zakariya Town, Multan",https://www.zameen.com/Property/multan_zakariya_town_10_marla_double_storey_beautiful_luxury_house_for_sale_in_zakriya_town-50751427-1518-1.html,4,5,10 Marla
Titanium,1.55 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_double_storey_beautiful_luxurious_house_for_sale_in_buch_villas-50757995-8627-1.html,4,5,5 Marla
Titanium,5 Crore,"DHA Phase 1, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_phase_1_1_kanal_double_storey_beautiful_luxury_house_for_sale_in_dha_multan-50763096-15631-1.html,5,6,1 Kanal
Titanium,4.5 Crore,"DHA Phase 1, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_phase_1_1_kanal_double_story_beautiful_luxury_house_for_sale_in_dha_multan-50765258-15631-1.html,5,6,1 Kanal
Titanium,3.4 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_9_marla_double_story_beautiful_luxurious_house_for_sale_in_buch_villas-50779330-8627-1.html,5,6,9 Marla
Titanium,2.4 Crore,"DHA Phase 1, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_phase_1_10_marla_double_storey_beautiful_luxurious_house_for_sale_in_dha_multan-50781008-15631-1.html,5,6,10 Marla
Titanium,6.7 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_20_marla_corner_double_storey_beautiful_luxury_house_for_sale_in_royal_orchard-50782917-9492-1.html,6,6,1 Kanal
Titanium,2.8 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_double_storey_beautiful_luxurious_house_for_sale_in_buch_villas-50783619-8627-1.html,5,6,7 Marla
Titanium,3.4 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_10_marla_duble_storey_beautiful_luxury_house_for_sale_in_royle_orchard-50783896-9492-1.html,5,6,10 Marla
Titanium,1.65 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_5_marla_double_storey_beautiful_luxury_house_for_sale_in_royle_orchard-50803857-9492-1.html,4,5,5 Marla
Titanium,5.8 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_17_marla_double_storey_beautiful_luxurious_house_for_sale_in_buch_villas-50805310-8627-1.html,5,6,17 Marla
Titanium,5.8 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_17_marla_double_storey_beautiful_luxurious_house_for_sale_in_buch_villas-50943443-8627-1.html,5,6,17 Marla
Titanium,4.5 Crore,"DHA Phase 1, DHA Defence",https://www.zameen.com/Property/dha_defence_dha_phase_1_1_kanal_double_storey_beautiful_luxurious_house_for_sale_in_dha_multan-50950653-15631-1.html,5,6,1 Kanal
Titanium,1.65 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_5_marla_double_storey_beautiful_luxurious_house_for_sale_in_buch_villas-51080582-8627-1.html,4,5,5 Marla
Titanium,3.6 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_10_65_marla_double_storey_beautiful_luxurious_house_for_sale_in_buch_villas-51148921-8627-1.html,5,6,10.6 Marla
Titanium,3.7 Crore,"Royal Orchard, Multan Public School Road",https://www.zameen.com/Property/multan_public_school_road_royal_orchard_10_marla_double_storey_beautiful_luxurious_house_for_sale_in_royal_orchard-51473152-9492-1.html,5,10 Marla,
Titanium,2.45 Crore,"Wapda Town Phase 1, Wapda Town",https://www.zameen.com/Property/wapda_town_wapda_town_phase_1_size_10_5_marla_house_constructed_with_basement_5_marla_lawn-51611118-5821-1.html,4,5,10.5 Marla
Titanium,3.4 Crore,"Buch Executive Villas - Phase 1, Buch Executive Villas",https://www.zameen.com/Property/buch_executive_villas_buch_executive_villas_-_phase_1_owner_built_11_marla_modern_luxurious_designer_house_for_sale_buch_executive_villas-52165258-19719-1.html,6,6,11 Marla
Titanium,2.1 Crore,"Wapda Town Phase 1 - Block E, Wapda Town Phase 1",https://www.zameen.com/Property/wapda_town_phase_1_wapda_town_phase_1_-_block_e_a_construction_house_is_available_for_sale-52260566-14204-1.html,5,5,7 Marla
Titanium,4.95 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_13_marla_luxury_corner_house_for_sale_in_buch_villas_multan-52055813-8627-1.html,6,6,13 Marla
Titanium,3.35 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_9_marla_spanish_modern_designer_house_for_sale_in_buch_villas_multan-50766080-8627-1.html,5,6,9 Marla
,6 Crore,"Buch Executive Villas, Multan",https://www.zameen.com/Property/multan_buch_executive_villas_20_marla_luxury_double_storey_house_for_sale_in_buch_executive_villa-51149707-8627-1.html,6,6,1 Kanal
